Symbol,Year,Name,Country,Category,Market cap,Revenue,Earnings
LMT,2009,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$28.10 B,$45.18 B,$4.58 B
LMT,2010,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$24.32 B,$46.24 B,$4.20 B
LMT,2011,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$26.17 B,$46.51 B,$3.96 B
LMT,2012,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$29.62 B,$47.18 B,$4.45 B
LMT,2013,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$47.71 B,$45.35 B,$4.50 B
LMT,2014,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$60.85 B,$45.60 B,$5.59 B
LMT,2015,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$66.23 B,$46.13 B,$5.46 B
LMT,2016,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$73.22 B,$49.91 B,$5.87 B
LMT,2017,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$92.05 B,$51.04 B,$5.92 B
LMT,2018,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$73.57 B,$53.76 B,$6.50 B
LMT,2019,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$109.41 B,$59.81 B,$7.89 B
LMT,2020,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$99.31 B,$65.39 B,$8.82 B
LMT,2021,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$96.31 B,$67.04 B,$7.55 B
LMT,2022,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$127.49 B,$65.98 B,$6.68 B
LMT,2023,Lockheed Martin,USA,Aerospace|Defense contractors|Aircraft manufacturers|Manufacturing,$112.44 B,$67.57 B,$8.09 B
NOC,2001,Northrop Grumman,USA,Aerospace|Defense contractors,$10.98 B,$13.55 B,$1.00 B
NOC,2002,Northrop Grumman,USA,Aerospace|Defense contractors,$17.77 B,$17.52 B,$1.39 B
NOC,2003,Northrop Grumman,USA,Aerospace|Defense contractors,$17.31 B,$26.20 B,$1.53 B
NOC,2004,Northrop Grumman,USA,Aerospace|Defense contractors,$19.81 B,$29.73 B,$2.02 B
NOC,2005,Northrop Grumman,USA,Aerospace|Defense contractors,$20.87 B,$30.72 B,$2.17 B
NOC,2006,Northrop Grumman,USA,Aerospace|Defense contractors,$23.41 B,$30.23 B,$2.44 B
NOC,2007,Northrop Grumman,USA,Aerospace|Defense contractors,$26.56 B,$32.02 B,$2.99 B
NOC,2008,Northrop Grumman,USA,Aerospace|Defense contractors,$14.72 B,$33.88 B,-$0.12 B
NOC,2009,Northrop Grumman,USA,Aerospace|Defense contractors,$17.13 B,$33.75 B,$2.54 B
NOC,2010,Northrop Grumman,USA,Aerospace|Defense contractors,$18.84 B,$34.75 B,$2.87 B
NOC,2011,Northrop Grumman,USA,Aerospace|Defense contractors,$15.27 B,$26.41 B,$3.30 B
NOC,2012,Northrop Grumman,USA,Aerospace|Defense contractors,$16.16 B,$25.21 B,$3.17 B
NOC,2013,Northrop Grumman,USA,Aerospace|Defense contractors,$24.93 B,$24.66 B,$3.12 B
NOC,2014,Northrop Grumman,USA,Aerospace|Defense contractors,$29.32 B,$23.97 B,$3.21 B
NOC,2015,Northrop Grumman,USA,Aerospace|Defense contractors,$34.23 B,$23.52 B,$3.09 B
NOC,2016,Northrop Grumman,USA,Aerospace|Defense contractors,$40.99 B,$24.50 B,$3.22 B
NOC,2017,Northrop Grumman,USA,Aerospace|Defense contractors,$53.42 B,$25.80 B,$3.40 B
NOC,2018,Northrop Grumman,USA,Aerospace|Defense contractors,$41.78 B,$30.09 B,$4.30 B
NOC,2019,Northrop Grumman,USA,Aerospace|Defense contractors,$57.73 B,$33.84 B,$3.07 B
NOC,2020,Northrop Grumman,USA,Aerospace|Defense contractors,$50.80 B,$36.79 B,$4.32 B
NOC,2021,Northrop Grumman,USA,Aerospace|Defense contractors,$60.49 B,$35.66 B,$8.93 B
NOC,2022,Northrop Grumman,USA,Aerospace|Defense contractors,$83.97 B,$36.60 B,$5.83 B
NOC,2023,Northrop Grumman,USA,Aerospace|Defense contractors,$70.59 B,$39.29 B,$2.34 B
RHM.F,2005,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$2.10 B,,
RHM.F,2006,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$2.27 B,,
RHM.F,2007,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$2.17 B,,
RHM.F,2008,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$0.90 B,,
RHM.F,2009,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$1.87 B,$4.82 B,$0.26 B
RHM.F,2010,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$2.52 B,$5.69 B,$0.91 B
RHM.F,2011,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$1.44 B,$6.61 B,$0.49 B
RHM.F,2012,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$1.51 B,$6.12 B,$0.37 B
RHM.F,2013,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$1.88 B,$6.03 B,$0.15 B
RHM.F,2014,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$1.53 B,$6.08 B,$0.12 B
RHM.F,2015,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$2.87 B,$5.72 B,$0.33 B
RHM.F,2016,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$2.99 B,$6.16 B,$0.38 B
RHM.F,2017,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$4.97 B,$6.79 B,$0.45 B
RHM.F,2018,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$3.65 B,$7.20 B,$0.60 B
RHM.F,2019,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$4.85 B,$6.99 B,$0.58 B
RHM.F,2020,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$4.11 B,$6.61 B,$0.49 B
RHM.F,2021,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$3.95 B,$6.56 B,$0.70 B
RHM.F,2022,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$7.22 B,$6.76 B,$0.78 B
RHM.F,2023,Rheinmetall,Germany,Automotive Suppliers|Defense contractors,$7.22 B,$7.79 B,$1.01 B
RTX,2001,Raytheon Technologies,USA,Aerospace|Defense contractors,$30.51 B,$27.48 B,$3.23 B
RTX,2002,Raytheon Technologies,USA,Aerospace|Defense contractors,$29.14 B,$27.98 B,$3.65 B
RTX,2003,Raytheon Technologies,USA,Aerospace|Defense contractors,$48.71 B,$30.72 B,$3.84 B
RTX,2004,Raytheon Technologies,USA,Aerospace|Defense contractors,$52.82 B,$36.70 B,$4.47 B
RTX,2005,Raytheon Technologies,USA,Aerospace|Defense contractors,$56.68 B,$42.27 B,$5.18 B
RTX,2006,Raytheon Technologies,USA,Aerospace|Defense contractors,$62.25 B,$47.11 B,$6.09 B
RTX,2007,Raytheon Technologies,USA,Aerospace|Defense contractors,$75.28 B,$54.75 B,$7.05 B
RTX,2008,Raytheon Technologies,USA,Aerospace|Defense contractors,$50.95 B,$58.04 B,$7.62 B
RTX,2009,Raytheon Technologies,USA,Aerospace|Defense contractors,$65.01 B,$52.42 B,$6.46 B
RTX,2010,Raytheon Technologies,USA,Aerospace|Defense contractors,$72.52 B,$54.32 B,$7.28 B
RTX,2011,Raytheon Technologies,USA,Aerospace|Defense contractors,$66.22 B,$58.19 B,$8.25 B
RTX,2012,Raytheon Technologies,USA,Aerospace|Defense contractors,$75.35 B,$57.71 B,$7.79 B
RTX,2013,Raytheon Technologies,USA,Aerospace|Defense contractors,$104.31 B,$62.62 B,$9.34 B
RTX,2014,Raytheon Technologies,USA,Aerospace|Defense contractors,$104.57 B,$65.10 B,$9.98 B
RTX,2015,Raytheon Technologies,USA,Aerospace|Defense contractors,$80.53 B,$58.96 B,$7.64 B
RTX,2016,Raytheon Technologies,USA,Aerospace|Defense contractors,$90.26 B,$57.24 B,$8.29 B
RTX,2017,Raytheon Technologies,USA,Aerospace|Defense contractors,$101.87 B,$59.83 B,$8.78 B
RTX,2018,Raytheon Technologies,USA,Aerospace|Defense contractors,$91.73 B,$66.50 B,$9.50 B
RTX,2019,Raytheon Technologies,USA,Aerospace|Defense contractors,$129.44 B,$60.61 B,$10.01 B
RTX,2020,Raytheon Technologies,USA,Aerospace|Defense contractors,$108.60 B,$56.58 B,-$1.06 B
RTX,2021,Raytheon Technologies,USA,Aerospace|Defense contractors,$128.81 B,$64.38 B,$6.22 B
RTX,2022,Raytheon Technologies,USA,Aerospace|Defense contractors,$148.35 B,$67.07 B,$7.36 B
RTX,2023,Raytheon Technologies,USA,Aerospace|Defense contractors,$120.98 B,$68.92 B,$5.45 B
SAFRF,2004,Safran,France,CAC 40|Aerospace|Defense contractors,$3.77 B,$4.83 B,$0.29 B
SAFRF,2005,Safran,France,CAC 40|Aerospace|Defense contractors,$9.79 B,$10.27 B,-$0.63 B
SAFRF,2006,Safran,France,CAC 40|Aerospace|Defense contractors,$9.51 B,$14.42 B,$0.17 B
SAFRF,2007,Safran,France,CAC 40|Aerospace|Defense contractors,$8.39 B,$14.18 B,$0.24 B
SAFRF,2008,Safran,France,CAC 40|Aerospace|Defense contractors,$5.42 B,$14.37 B,-$0.15 B
SAFRF,2009,Safran,France,CAC 40|Aerospace|Defense contractors,$7.83 B,$15.12 B,$1.27 B
SAFRF,2010,Safran,France,CAC 40|Aerospace|Defense contractors,$14.08 B,$14.66 B,$0.32 B
SAFRF,2011,Safran,France,CAC 40|Aerospace|Defense contractors,$12.01 B,$15.10 B,$0.90 B
SAFRF,2012,Safran,France,CAC 40|Aerospace|Defense contractors,$17.93 B,$18.00 B,$2.27 B
SAFRF,2013,Safran,France,CAC 40|Aerospace|Defense contractors,$29.04 B,$19.55 B,$2.63 B
SAFRF,2014,Safran,France,CAC 40|Aerospace|Defense contractors,$25.95 B,$18.29 B,-$0.46 B
SAFRF,2015,Safran,France,CAC 40|Aerospace|Defense contractors,$28.85 B,$17.73 B,-$1.46 B
SAFRF,2016,Safran,France,CAC 40|Aerospace|Defense contractors,$30.13 B,$17.35 B,$2.40 B
SAFRF,2017,Safran,France,CAC 40|Aerospace|Defense contractors,$41.98 B,$19.65 B,$6.53 B
SAFRF,2018,Safran,France,CAC 40|Aerospace|Defense contractors,$52.37 B,$24.05 B,$1.93 B
SAFRF,2019,Safran,France,CAC 40|Aerospace|Defense contractors,$65.48 B,$28.11 B,$3.89 B
SAFRF,2020,Safran,France,CAC 40|Aerospace|Defense contractors,$60.88 B,$20.45 B,$0.70 B
SAFRF,2021,Safran,France,CAC 40|Aerospace|Defense contractors,$52.03 B,$17.13 B,$0.30 B
SAFRF,2022,Safran,France,CAC 40|Aerospace|Defense contractors,$53.21 B,$20.38 B,$1.89 B
SAFRF,2023,Safran,France,CAC 40|Aerospace|Defense contractors,$72.94 B,$25.64 B,$3.12 B
